Size (iterations), Fill (MB/s), Copy, AXPY, DOT, Uncertainty (%)
34386,7945.381747,21119.13391,17371.49377,3960.90874,0.00%
38827,7913.310658,20942.76264,17327.26925,3947.196437,0.00%
43841,7922.897208,21053.09254,17293.63763,3958.346793,0.00%
49502,7941.98858,20983.19824,16660.22095,3935.621374,0.00%
55895,7906.130647,20933.07706,15559.17518,3861.677084,0.00%
63113,7883.996901,21009.04545,14947.9739,3818.228762,0.00%
71263,7900.217282,20854.09716,13110.925,3713.215141,0.00%
80465,7857.721555,20874.89131,12384.49503,3670.71366,0.00%
90856,7867.564294,20784.66402,12427.82127,3675.152216,0.00%
102589,7784.823738,20637.94053,12358.08866,3669.134371,0.00%
115837,7348.448086,20419.10688,12254.10537,3661.223924,0.00%
130795,7131.826526,18970.89249,12083.88963,3639.557867,0.00%
147685,6827.718962,14668.03573,11713.23477,3628.374206,0.00%
166757,6627.755395,13777.57895,11731.99924,3636.378315,0.00%
188291,6618.81972,13371.96096,11696.63744,3625.401255,0.00%
212606,6660.822728,13125.00018,11831.69538,3635.045324,0.00%
240061,6743.44381,12995.80137,11868.17409,3626.441802,0.00%
271061,6816.11062,12913.60838,11953.69909,3641.996838,0.00%
306065,6835.268647,12860.12952,12071.35687,3640.027044,0.00%
345588,6904.747772,12879.25736,12180.69469,3648.830739,0.00%
390216,6936.681216,12802.06288,12197.9247,3636.275308,0.00%
440607,6937.884004,12872.15541,12290.32786,3646.864599,0.00%
497504,6930.597846,12788.41224,12171.09746,3648.046938,0.00%
561750,6951.386121,12855.7552,12078.98196,3647.524575,0.00%
634292,6960.292876,12855.37352,12058.35181,3631.256397,0.00%
716201,6990.222653,12951.45547,11961.31982,3639.499749,0.00%
808688,6932.983819,12772.89777,11966.03879,3641.965285,0.00%
913118,6962.279596,12885.18678,12070.85522,3647.599596,0.00%
1031033,6961.205113,12922.85398,12113.56191,3656.715218,0.00%
1164176,6975.622748,12914.95474,12157.85957,3661.122322,0.00%
1314512,6993.42629,12970.46542,12183.98787,3654.6989,0.00%
1484262,6975.282449,12883.21173,12317.47631,3654.883054,0.00%
1675932,7024.952099,12988.4344,12326.53857,3649.009275,0.00%
1892354,6978.797538,12987.77658,12321.63253,3666.559875,0.00%
2136724,7046.806641,12987.12872,12199.01847,3668.057111,0.00%
2412650,7013.836287,12970.56542,12301.69046,3669.555073,0.00%
2724208,6998.585806,12930.24446,12299.7913,3675.646459,0.00%
3075999,6947.820607,12935.43142,12227.03518,3627.464969,0.00%
3473219,7067.904785,13074.04531,12425.08569,3690.0395,0.00%
3921734,7103.71427,13321.09316,12553.83343,3686.529818,0.00%
4428168,7145.03501,13322.96988,12460.21952,3692.771118,0.00%
5000000,7110.232779,13284.3227,12422.97014,3684.433052,0.00%
